FCLTY_NM,RDNMADR_NM,CTPRVN_CD,SIGNGU_CD,FCLTY_LO,FCLTY_LA,AREA_NM,HMPG_URL,TEL_NO,REPRSNT_MENU_NM,MENU_PRC,BASE_DE
"바다의집","제주특별자치도 서귀포시 성산읍 오조리 366-1","45","45750","126.9192106","33.4694496","제주",,,"성게미역국",,"20241231"
"춘심이네","제주특별자치도 서귀포시 안덕면 창천리 160-4","45","45750","126.3705271","33.2645157","제주",,,"갈치구이",,"20241231"
"제주한라국수","제주특별자치도 서귀포시 중문동 2048-1","45","45750","126.424449","33.2502999","제주",,,"고기국수",,"20241231"
"해월정","제주특별자치도 제주시 구좌읍 종달리 608","50","50110","126.9096474","33.4922096","제주",,,"보말칼국수",,"20241231"
"돈해돈찜","제주특별자치도 제주시 오라2동 3162-3","50","50110","126.5026052","33.4819647","제주",,,"해물돼지갈비찜",,"20241231"
"큰손식당","충남 논산시 강경읍 금백로 158","44","44230","127.0171698","36.1649306","충남",,,"젓갈정식백반&삼겹살","12000","20241231"
"황산옥","충남 논산시 강경읍 금백로 34","44","44230","127.009283","36.1564872","충남",,,"우어무침&선어복탕","80000","20241231"
"왕곰탕식당","충남 부여군 부여읍 사비로108번길 13 충남 부여군 부여읍 구아리 151","44","44760","126.9119087","36.2824257","충남",,,"양탕&양수육","40000","20241231"
"삼정식당","충남 부여군 부여읍 성왕로 292","44","44760","126.9195892","36.2832604","충남",,,"한우파불고기&냉면","18000","20241231"
"동해원","충청남도 공주시 납다리길 22","44","44150","127.1479521","36.4503065","충남",,,"짜장면","7000","20241231"
"황해도전통손만두국","충청남도 공주시 우금티로 744","44","44150","127.1343303","36.451301","충남",,,"만두전골","7000","20241231"
"엄가네곰탕","충청남도 부여군 부여읍 나루터로 21-4","44","44760","126.9102113","36.2845669","충남",,,"갈비곰탕","11000","20241231"
"할머니곱창","충청남도 예산군 삽교읍 삽교로 221","44","44760","126.7534883","36.6860211","충남",,,"곱창 구이?","10000","20241231"
"화해당","충청남도 태안군 근흥면 근흥로 901-8","44","44760","126.2112447","36.7165946","충남",,,"간장게장과 찰돌솥밥","39000","20241231"
"어부명가","충청북도 단양군 단양읍 수변로 87","44","44760","128.3707183","36.983186","충북",,,"떡갈비정식","18000","20241231"
"두꺼비식당","충청북도 제천시 의림대로20길 21","44","44760","128.2148299","37.1415621","충북",,,"양푼갈비","12000","20241231"
"백로식당 신봉점","충청북도 청주시 흥덕구 1순환로 418","43","43113","127.4706494","36.6535615","충북",,,"한방양념불고기 (비조리)","12000","20241231"
